Source,Record,Group,Matrix,Nanomaterial,Dose,Units,Organism,Endpoint,Response,Direction
CEINT,2090,2013,Dispersive,Carbon Nanotubes,100,mg/l,Taranis japonicus,Intrinsic rate of increase,0.569231,Less
CEINT,2091,2014,Dispersive,Carbon Nanotubes,10,mg/l,Oryzias melastigma,Mortality,0,More
CEINT,2092,2014,Dispersive,Carbon Nanotubes,50,mg/l,Oryzias melastigma,Mortality,0.201201,More
CEINT,2093,2014,Dispersive,Carbon Nanotubes,100,mg/l,Oryzias melastigma,Mortality,0.492492,More
CEINT,2094,2015,Dispersive,Carbon Nanotubes,0,mg/l,Oryzias melastigma,Mortality,0,More
CEINT,2095,2015,Dispersive,Carbon Nanotubes,10,mg/l,Oryzias melastigma,Mortality,0.012048,More
CEINT,2096,2015,Dispersive,Carbon Nanotubes,50,mg/l,Oryzias melastigma,Mortality,0.421687,More
CEINT,2097,2015,Dispersive,Carbon Nanotubes,100,mg/l,Oryzias melastigma,Mortality,1.018072,More
CEINT,2198,2016,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Inhibition ratio,0,More
CEINT,2199,2016,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Inhibition ratio,18.178,More
CEINT,2200,2016,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Inhibition ratio,31.243,More
CEINT,2201,2016,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Inhibition ratio,75.771,More
CEINT,2202,2016,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Inhibition ratio,97.747,More
CEINT,2203,2017,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Inhibition ratio,0.177,More
CEINT,2204,2017,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Inhibition ratio,44.669,More
CEINT,2205,2017,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Inhibition ratio,95.075,More
CEINT,2206,2017,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Inhibition ratio,99.655,More
CEINT,2207,2017,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Inhibition ratio,99.948,More
CEINT,2208,2018,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Inhibition ratio,6.195,More
CEINT,2209,2018,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Inhibition ratio,43.147,More
CEINT,2210,2018,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Inhibition ratio,90.014,More
CEINT,2211,2018,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Inhibition ratio,98.829,More
CEINT,2212,2018,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Inhibition ratio,100.004,More
CEINT,2213,2019,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Inhibition ratio,0.031,More
CEINT,2214,2019,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Inhibition ratio,3.457,More
CEINT,2215,2019,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Inhibition ratio,5.781,More
CEINT,2216,2019,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Inhibition ratio,25.115,More
CEINT,2217,2019,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Inhibition ratio,76.073,More
CEINT,2218,2020,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Inhibition ratio,9.241,More
CEINT,2219,2020,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Inhibition ratio,11.969,More
CEINT,2220,2020,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Inhibition ratio,40.602,More
CEINT,2221,2020,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Inhibition ratio,60.179,More
CEINT,2222,2020,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Inhibition ratio,78.834,More
CEINT,2223,2021,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Inhibition ratio,6.496,More
CEINT,2224,2021,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Inhibition ratio,9.53,More
CEINT,2225,2021,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Inhibition ratio,35.675,More
CEINT,2226,2021,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Inhibition ratio,51.911,More
CEINT,2227,2021,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Inhibition ratio,70.79,More
CEINT,2228,2022,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,MDA content,0,Less
CEINT,2229,2022,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,MDA content,0.166667,Less
CEINT,2230,2022,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,MDA content,0.6,Less
CEINT,2231,2022,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,MDA content,1.566667,Less
CEINT,2232,2022,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,MDA content,3.2,Less
CEINT,2233,2022,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,MDA content,3.7,Less
CEINT,2228,2023,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,MDA content,0,Less
CEINT,2234,2023,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,MDA content,0.166667,Less
CEINT,2235,2023,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,MDA content,0.833333,Less
CEINT,2236,2023,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,MDA content,2.2,Less
CEINT,2237,2023,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,MDA content,3.5,Less
CEINT,2238,2023,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,MDA content,3.833333,Less
CEINT,2228,2024,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,MDA content,0,Less
CEINT,2239,2024,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,MDA content,0.333333,Less
CEINT,2240,2024,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,MDA content,0.733333,Less
CEINT,2241,2024,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,MDA content,2.133333,Less
CEINT,2242,2024,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,MDA content,3.666667,Less
CEINT,2243,2024,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,MDA content,3.766667,Less
CEINT,2244,2025,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2245,2025,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.199029,More
CEINT,2246,2025,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.318307,More
CEINT,2247,2025,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.856715,More
CEINT,2248,2025,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.974804,More
CEINT,2249,2025,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.922905,More
CEINT,2244,2026,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2250,2026,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.148678,More
CEINT,2251,2026,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.436526,More
CEINT,2252,2026,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.643904,More
CEINT,2253,2026,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.791753,More
CEINT,2254,2026,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.872004,More
CEINT,2244,2027,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2255,2027,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.173005,More
CEINT,2256,2027,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.434978,More
CEINT,2257,2027,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.799513,More
CEINT,2258,2027,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.837511,More
CEINT,2259,2027,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.812395,More
CEINT,2260,2028,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2261,2028,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.366017,More
CEINT,2262,2028,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.584779,More
CEINT,2263,2028,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.695258,More
CEINT,2264,2028,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.677636,More
CEINT,2265,2028,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.836844,More
CEINT,2260,2029,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2266,2029,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.107075,More
CEINT,2267,2029,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.110786,More
CEINT,2268,2029,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.521762,More
CEINT,2269,2029,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.636377,More
CEINT,2270,2029,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.927139,More
CEINT,2260,2030,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2271,2030,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.169458,More
CEINT,2272,2030,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.227498,More
CEINT,2273,2030,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.623139,More
CEINT,2274,2030,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.590883,More
CEINT,2275,2030,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,1.818678,More
CEINT,2276,2031,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2277,2031,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.014066,More
CEINT,2278,2031,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.257327,More
CEINT,2279,2031,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.298138,More
CEINT,2280,2031,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.24353,More
CEINT,2281,2031,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.326399,More
CEINT,2276,2032,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2282,2032,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.066639,More
CEINT,2283,2032,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.064506,More
CEINT,2284,2032,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.168378,More
CEINT,2285,2032,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.18667,More
CEINT,2286,2032,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.175186,More
CEINT,2276,2033,Dispersive,Carbon Nanotubes,0,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0,More
CEINT,2287,2033,Dispersive,Carbon Nanotubes,5,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.021941,More
CEINT,2288,2033,Dispersive,Carbon Nanotubes,10,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.204424,More
CEINT,2289,2033,Dispersive,Carbon Nanotubes,20,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.325103,More
CEINT,2290,2033,Dispersive,Carbon Nanotubes,50,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.262221,More
CEINT,2291,2033,Dispersive,Carbon Nanotubes,100,mg/l,Chlorella,Reactive oxygen species (ROS) level ,0.346794,More
CEINT,2405,2034,Dispersive,Carbon Nanotubes,0,mg/l,Medicago sativa,Germination percentage,0,Less
CEINT,2406,2034,Dispersive,Carbon Nanotubes,40,mg/l,Medicago sativa,Germination percentage,0.034618,Less
CEINT,2407,2034,Dispersive,Carbon Nanotubes,80,mg/l,Medicago sativa,Germination percentage,0.069225,Less
CEINT,2408,2034,Dispersive,Carbon Nanotubes,160,mg/l,Medicago sativa,Germination percentage,0.069225,Less
CEINT,2409,2034,Dispersive,Carbon Nanotubes,320,mg/l,Medicago sativa,Germination percentage,0.051831,Less
CEINT,2410,2034,Dispersive,Carbon Nanotubes,640,mg/l,Medicago sativa,Germination percentage,0.000862,Less
CEINT,2411,2034,Dispersive,Carbon Nanotubes,1280,mg/l,Medicago sativa,Germination percentage,0.029636,Less
CEINT,2412,2034,Dispersive,Carbon Nanotubes,2560,mg/l,Medicago sativa,Germination percentage,0.003641,Less
CEINT,2413,2035,Dispersive,Carbon Nanotubes,0,mg/l,Medicago sativa,Germination percentage,0,Less
CEINT,2414,2035,Dispersive,Carbon Nanotubes,10,mg/l,Medicago sativa,Germination percentage,0.03498,Less
CEINT,2415,2035,Dispersive,Carbon Nanotubes,20,mg/l,Medicago sativa,Germination percentage,0.036024,Less
CEINT,2416,2035,Dispersive,Carbon Nanotubes,40,mg/l,Medicago sativa,Germination percentage,0.064012,Less
CEINT,2417,2035,Dispersive,Carbon Nanotubes,80,mg/l,Medicago sativa,Germination percentage,0.118198,Less
CEINT,2418,2035,Dispersive,Carbon Nanotubes,160,mg/l,Medicago sativa,Germination percentage,0.017234,Less
CEINT,2419,2035,Dispersive,Carbon Nanotubes,320,mg/l,Medicago sativa,Germination percentage,0.083975,Less
CEINT,2420,2035,Dispersive,Carbon Nanotubes,640,mg/l,Medicago sativa,Germination percentage,0.050029,Less
CEINT,2421,2036,Dispersive,Carbon Nanotubes,0,mg/l,Medicago sativa,Germination Index,0,More
CEINT,2422,2036,Dispersive,Carbon Nanotubes,40,mg/l,Medicago sativa,Germination Index,0.074046,More
CEINT,2423,2036,Dispersive,Carbon Nanotubes,80,mg/l,Medicago sativa,Germination Index,0.04675,More
CEINT,2424,2036,Dispersive,Carbon Nanotubes,160,mg/l,Medicago sativa,Germination Index,0.212105,More
CEINT,2425,2036,Dispersive,Carbon Nanotubes,320,mg/l,Medicago sativa,Germination Index,0.046559,More
CEINT,2426,2036,Dispersive,Carbon Nanotubes,640,mg/l,Medicago sativa,Germination Index,0.084502,More
CEINT,2427,2036,Dispersive,Carbon Nanotubes,1280,mg/l,Medicago sativa,Germination Index,0.153732,More
CEINT,2428,2036,Dispersive,Carbon Nanotubes,2560,mg/l,Medicago sativa,Germination Index,0.021063,More
CEINT,2429,2037,Dispersive,Carbon Nanotubes,0,mg/l,Medicago sativa,Germination Index,0,More
CEINT,2430,2037,Dispersive,Carbon Nanotubes,10,mg/l,Medicago sativa,Germination Index,0.133557,More
CEINT,2431,2037,Dispersive,Carbon Nanotubes,20,mg/l,Medicago sativa,Germination Index,0.105926,More
CEINT,2432,2037,Dispersive,Carbon Nanotubes,40,mg/l,Medicago sativa,Germination Index,0.22006,More
CEINT,2433,2037,Dispersive,Carbon Nanotubes,80,mg/l,Medicago sativa,Germination Index,0.132333,More
CEINT,2434,2037,Dispersive,Carbon Nanotubes,160,mg/l,Medicago sativa,Germination Index,0.194426,More
CEINT,2435,2037,Dispersive,Carbon Nanotubes,320,mg/l,Medicago sativa,Germination Index,0.198409,More
CEINT,2436,2037,Dispersive,Carbon Nanotubes,640,mg/l,Medicago sativa,Germination Index,0.075045,More
CEINT,2437,2038,Dispersive,Carbon Nanotubes,0,mg/l,Triticum aestivum,Germination percentage,0,Less
CEINT,2438,2038,Dispersive,Carbon Nanotubes,40,mg/l,Triticum aestivum,Germination percentage,0.106348,Less
CEINT,2439,2038,Dispersive,Carbon Nanotubes,80,mg/l,Triticum aestivum,Germination percentage,0.222231,Less
CEINT,2440,2038,Dispersive,Carbon Nanotubes,160,mg/l,Triticum aestivum,Germination percentage,0.001215,Less
CEINT,2441,2038,Dispersive,Carbon Nanotubes,320,mg/l,Triticum aestivum,Germination percentage,0.117099,Less
CEINT,2442,2038,Dispersive,Carbon Nanotubes,640,mg/l,Triticum aestivum,Germination percentage,0.139162,Less
CEINT,2443,2038,Dispersive,Carbon Nanotubes,1280,mg/l,Triticum aestivum,Germination percentage,0.253643,Less
CEINT,2444,2038,Dispersive,Carbon Nanotubes,2560,mg/l,Triticum aestivum,Germination percentage,0.31071,Less
CEINT,2445,2039,Dispersive,Carbon Nanotubes,0,mg/l,Triticum aestivum,Germination percentage,0,Less
CEINT,2446,2039,Dispersive,Carbon Nanotubes,10,mg/l,Triticum aestivum,Germination percentage,0.19469,Less
CEINT,2447,2039,Dispersive,Carbon Nanotubes,20,mg/l,Triticum aestivum,Germination percentage,0.250216,Less
CEINT,2448,2039,Dispersive,Carbon Nanotubes,40,mg/l,Triticum aestivum,Germination percentage,0.25757,Less
CEINT,2449,2039,Dispersive,Carbon Nanotubes,80,mg/l,Triticum aestivum,Germination percentage,0.197101,Less
CEINT,2450,2039,Dispersive,Carbon Nanotubes,160,mg/l,Triticum aestivum,Germination percentage,0.220322,Less
CEINT,2451,2039,Dispersive,Carbon Nanotubes,320,mg/l,Triticum aestivum,Germination percentage,0.222093,Less
CEINT,2452,2039,Dispersive,Carbon Nanotubes,640,mg/l,Triticum aestivum,Germination percentage,0.275036,Less
CEINT,2453,2040,Dispersive,Carbon Nanotubes,0,mg/l,Triticum aestivum,Germination Index,0,More
CEINT,2454,2040,Dispersive,Carbon Nanotubes,40,mg/l,Triticum aestivum,Germination Index,0.062051,More
CEINT,2455,2040,Dispersive,Carbon Nanotubes,80,mg/l,Triticum aestivum,Germination Index,0.24927,More
CEINT,2456,2040,Dispersive,Carbon Nanotubes,160,mg/l,Triticum aestivum,Germination Index,0.008124,More
CEINT,2457,2040,Dispersive,Carbon Nanotubes,320,mg/l,Triticum aestivum,Germination Index,0.191505,More
CEINT,2458,2040,Dispersive,Carbon Nanotubes,640,mg/l,Triticum aestivum,Germination Index,0.275087,More
CEINT,2459,2040,Dispersive,Carbon Nanotubes,1280,mg/l,Triticum aestivum,Germination Index,0.610799,More
CEINT,2460,2040,Dispersive,Carbon Nanotubes,2560,mg/l,Triticum aestivum,Germination Index,1.21802,More
CEINT,2461,2041,Dispersive,Carbon Nanotubes,0,mg/l,Triticum aestivum,Germination Index,0,More
CEINT,2462,2041,Dispersive,Carbon Nanotubes,10,mg/l,Triticum aestivum,Germination Index,0.246412,More
CEINT,2463,2041,Dispersive,Carbon Nanotubes,20,mg/l,Triticum aestivum,Germination Index,0.515039,More
CEINT,2464,2041,Dispersive,Carbon Nanotubes,40,mg/l,Triticum aestivum,Germination Index,0.5717,More
CEINT,2465,2041,Dispersive,Carbon Nanotubes,80,mg/l,Triticum aestivum,Germination Index,0.355186,More
CEINT,2466,2041,Dispersive,Carbon Nanotubes,160,mg/l,Triticum aestivum,Germination Index,0.274857,More
CEINT,2467,2041,Dispersive,Carbon Nanotubes,320,mg/l,Triticum aestivum,Germination Index,0.223799,More
CEINT,2468,2041,Dispersive,Carbon Nanotubes,640,mg/l,Triticum aestivum,Germination Index,0.329468,More
CEINT,2469,2042,Dispersive,Carbon Nanotubes,0,mg/l,Medicago sativa,Root elongation,0,More
CEINT,2470,2042,Dispersive,Carbon Nanotubes,40,mg/l,Medicago sativa,Root elongation,0.546851,More
CEINT,2471,2042,Dispersive,Carbon Nanotubes,80,mg/l,Medicago sativa,Root elongation,0.551411,More
CEINT,2472,2042,Dispersive,Carbon Nanotubes,160,mg/l,Medicago sativa,Root elongation,0.607882,More
CEINT,2473,2042,Dispersive,Carbon Nanotubes,320,mg/l,Medicago sativa,Root elongation,0.573934,More
CEINT,2474,2042,Dispersive,Carbon Nanotubes,640,mg/l,Medicago sativa,Root elongation,0.555444,More
CEINT,2475,2042,Dispersive,Carbon Nanotubes,1280,mg/l,Medicago sativa,Root elongation,0.699554,More
CEINT,2476,2042,Dispersive,Carbon Nanotubes,2560,mg/l,Medicago sativa,Root elongation,0.198577,More
CEINT,2477,2043,Dispersive,Carbon Nanotubes,0,mg/l,Medicago sativa,Root elongation,0,More
CEINT,2478,2043,Dispersive,Carbon Nanotubes,10,mg/l,Medicago sativa,Root elongation,0.301266,More
CEINT,2479,2043,Dispersive,Carbon Nanotubes,20,mg/l,Medicago sativa,Root elongation,0.351685,More
CEINT,2480,2043,Dispersive,Carbon Nanotubes,40,mg/l,Medicago sativa,Root elongation,0.426187,More
CEINT,2481,2043,Dispersive,Carbon Nanotubes,80,mg/l,Medicago sativa,Root elongation,0.303045,More
CEINT,2482,2043,Dispersive,Carbon Nanotubes,160,mg/l,Medicago sativa,Root elongation,0.427966,More
CEINT,2483,2043,Dispersive,Carbon Nanotubes,320,mg/l,Medicago sativa,Root elongation,0.427415,More
CEINT,2484,2043,Dispersive,Carbon Nanotubes,640,mg/l,Medicago sativa,Root elongation,0.451748,More
CEINT,2485,2044,Dispersive,Carbon Nanotubes,0,mg/l,Triticum aestivum,Root elongation,0,More
CEINT,2486,2044,Dispersive,Carbon Nanotubes,40,mg/l,Triticum aestivum,Root elongation,0.049225,More
CEINT,2487,2044,Dispersive,Carbon Nanotubes,80,mg/l,Triticum aestivum,Root elongation,0.138856,More
CEINT,2488,2044,Dispersive,Carbon Nanotubes,160,mg/l,Triticum aestivum,Root elongation,0.208582,More
CEINT,2489,2044,Dispersive,Carbon Nanotubes,320,mg/l,Triticum aestivum,Root elongation,0.180453,More
CEINT,2490,2044,Dispersive,Carbon Nanotubes,640,mg/l,Triticum aestivum,Root elongation,0.180453,More
CEINT,2491,2044,Dispersive,Carbon Nanotubes,1280,mg/l,Triticum aestivum,Root elongation,0.328844,More
CEINT,2492,2044,Dispersive,Carbon Nanotubes,2560,mg/l,Triticum aestivum,Root elongation,0.213349,More
CEINT,2493,2045,Dispersive,Carbon Nanotubes,0,mg/l,Triticum aestivum,Root elongation,0,More
CEINT,2494,2045,Dispersive,Carbon Nanotubes,10,mg/l,Triticum aestivum,Root elongation,0.022299,More
CEINT,2495,2045,Dispersive,Carbon Nanotubes,20,mg/l,Triticum aestivum,Root elongation,0.017648,More
CEINT,2496,2045,Dispersive,Carbon Nanotubes,40,mg/l,Triticum aestivum,Root elongation,0.093131,More
CEINT,2497,2045,Dispersive,Carbon Nanotubes,80,mg/l,Triticum aestivum,Root elongation,0.033508,More
CEINT,2498,2045,Dispersive,Carbon Nanotubes,160,mg/l,Triticum aestivum,Root elongation,0.011567,More
CEINT,2499,2045,Dispersive,Carbon Nanotubes,320,mg/l,Triticum aestivum,Root elongation,0.018841,More
CEINT,2500,2045,Dispersive,Carbon Nanotubes,640,mg/l,Triticum aestivum,Root elongation,0.000596,More
CEINT,2501,2046,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Viability,0,Less
CEINT,2502,2046,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Viability,0.139487,Less
CEINT,2503,2046,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Viability,0.240079,Less
CEINT,2504,2046,Dispersive,Carbon Nanotubes,0.4,mg/ml,Human neonatal epidermal keratinocytes,Viability,0.261031,Less
CEINT,2505,2047,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0,More
CEINT,2506,2047,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.229187,More
CEINT,2507,2047,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.264161,More
CEINT,2508,2047,Dispersive,Carbon Nanotubes,0.4,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.072007,More
CEINT,2509,2048,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0,More
CEINT,2510,2048,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.019833,More
CEINT,2511,2048,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.027831,More
CEINT,2512,2048,Dispersive,Carbon Nanotubes,0.4,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.171144,More
CEINT,2513,2049,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0,More
CEINT,2514,2049,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.182976,More
CEINT,2515,2049,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.619844,More
CEINT,2516,2049,Dispersive,Carbon Nanotubes,0.4,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0.708939,More
CEINT,2517,2050,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0,More
CEINT,2518,2050,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,1.374318,More
CEINT,2519,2050,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,2.231111,More
CEINT,2520,2050,Dispersive,Carbon Nanotubes,0.4,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,3.528706,More
CEINT,2521,2051,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0,More
CEINT,2522,2051,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,1.481074,More
CEINT,2523,2051,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,2.86943,More
CEINT,2524,2051,Dispersive,Carbon Nanotubes,0.4,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,3.040554,More
CEINT,2525,2052,Dispersive,Carbon Nanotubes,0,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,0,More
CEINT,2526,2052,Dispersive,Carbon Nanotubes,0.1,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,2.426243,More
CEINT,2527,2052,Dispersive,Carbon Nanotubes,0.2,mg/ml,Human neonatal epidermal keratinocytes,Normalized IL-8 ,2.878663,More
